[Gene ID]	[source_id]	[Product Description]	[Input ID]	[# TM Domains]	[SignalP Scores]	
Tb927.7.3770	Tb927.7.3770:mRNA	Bifunctional NAD(P)H-hydrate repair enzyme	Tb927.7.3770	0	N/A	
Tb927.7.3780	Tb927.7.3780:mRNA	Nuclear poly(A) polymerase 2	Tb927.7.3780	0	N/A	
Tb927.7.3890	Tb927.7.3890.1:mRNA	hypothetical protein, conserved	Tb927.7.3890	0	N/A	
Tb927.7.3890	Tb927.7.3890.2:mRNA	hypothetical protein, conserved	Tb927.7.3890	0	NN Sum: 3, NN D: .56, HMM Prob: .8	
Tb927.7.3920	Tb927.7.3920:mRNA	hypothetical protein, conserved	Tb927.7.3920	0	N/A	
Tb927.7.3940	Tb927.7.3940:mRNA	mitochondrial carrier protein	Tb927.7.3940	0	N/A	
Tb927.7.4000	Tb927.7.4000:mRNA	glutathione synthetase, putative	Tb927.7.4000	0	N/A	
Tb927.7.4020	Tb927.7.4020:mRNA	protein phosphatase 2C, putative	Tb927.7.4020	0	N/A	
Tb927.7.4060	Tb927.7.4060:mRNA	cysteine peptidase, Clan CA, family C2, putative	Tb927.7.4060	0	N/A	
Tb927.7.4070	Tb927.7.4070:mRNA	cysteine peptidase, Clan CA, family C2, putative	Tb927.7.4070	0	N/A	
Tb927.7.4100	Tb927.7.4100:mRNA	Domain of unknown function (DUF4201), putative	Tb927.7.4100	0	N/A	
Tb927.7.4120	Tb927.7.4120:mRNA	hypothetical protein, conserved	Tb927.7.4120	0	N/A	
Tb927.7.4140	Tb927.7.4140:mRNA	mitochondrial ribosomal protein L21	Tb927.7.4140	0	N/A	
Tb927.7.4180	Tb927.7.4180:mRNA	Fatty acid elongase	Tb927.7.4180	5	N/A	
Tb927.7.4220	Tb927.7.4220:mRNA	WD domain, G-beta repeat/Dip2/Utp12 Family, putative	Tb927.7.4220	0	N/A	
Tb927.7.4250	Tb927.7.4250:mRNA	hypothetical protein, conserved	Tb927.7.4250	0	N/A	
Tb927.7.4290	Tb927.7.4290:mRNA	Nuclear distribution protein C homolog	Tb927.7.4290	0	N/A	
Tb927.7.4420	Tb927.7.4420:mRNA	proteasome alpha 3 subunit, putative	Tb927.7.4420	0	N/A	
Tb927.7.4450	Tb927.7.4450:mRNA	SUMO-interacting motif-containing protein	Tb927.7.4450	0	N/A	
Tb927.7.4460	Tb927.7.4460:mRNA	von Willebrand factor type A domain containing protein, putative	Tb927.7.4460	0	N/A	
Tb927.7.4480	Tb927.7.4480:mRNA	adenosine 5'-monophosphoramidase, putative	Tb927.7.4480	0	N/A	
Tb927.7.4500	Tb927.7.4500:mRNA	PX domain containing protein, putative	Tb927.7.4500	0	N/A	
Tb927.7.4510	Tb927.7.4510:mRNA	Domain of unknown function (DUF4201), putative	Tb927.7.4510	0	N/A	
Tb927.7.4520	Tb927.7.4520:mRNA	Thioredoxin-like, putative	Tb927.7.4520	0	N/A	
Tb927.7.4550	Tb927.7.4550:mRNA	Mitochondrial ribosomal protein L7/L12	Tb927.7.4550	0	NN Sum: 0, NN D: .24, HMM Prob: .73	
Tb927.7.4570	Tb927.7.4570:mRNA	inosine-guanine nucleoside hydrolase	Tb927.7.4570	0	N/A	
Tb927.7.4670	Tb927.7.4670:mRNA	ribosomal RNA processing protein 4	Tb927.7.4670	0	N/A	
Tb927.7.4700	Tb927.7.4700:mRNA	WD domain, G-beta repeat, putative	Tb927.7.4700	0	N/A	
Tb927.7.4760	Tb927.7.4760:mRNA	hypothetical protein, conserved	Tb927.7.4760	1	N/A	
Tb927.7.4770	Tb927.7.4770:mRNA	cyclophilin-type peptidyl-prolyl cis-trans isomerase, putative	Tb927.7.4770	0	NN Sum: 4, NN D: .81, HMM Prob: 1	
Tb927.7.4820	Tb927.7.4820:mRNA	Trm112p-like protein, putative	Tb927.7.4820	0	NN Sum: 3, NN D: .47, HMM Prob: .78	
Tb927.7.4840	Tb927.7.4840:mRNA	hypothetical protein, conserved	Tb927.7.4840	0	N/A	
Tb927.7.4900	Tb927.7.4900:mRNA	5'-3' exoribonuclease A	Tb927.7.4900	0	N/A	
Tb927.7.4910	Tb927.7.4910:mRNA	hypothetical protein, conserved	Tb927.7.4910	0	N/A	
Tb927.7.4970	Tb927.7.4970:mRNA	glutamine synthetase, putative	Tb927.7.4970	0	N/A	
Tb927.7.4990	Tb927.7.4990:mRNA	hypothetical protein, conserved	Tb927.7.4990	0	N/A	
Tb927.7.5020	Tb927.7.5020:mRNA	60S ribosomal protein L19, putative	Tb927.7.5020	0	N/A	
Tb927.7.5080	Tb927.7.5080:mRNA	ATP-NAD kinase-like protein	Tb927.7.5080	0	N/A	
Tb927.7.5090	Tb927.7.5090:mRNA	condensin complex subunit 2, putative	Tb927.7.5090	0	N/A	
Tb927.7.510	Tb927.7.510:mRNA	hypothetical protein, conserved	Tb927.7.510	0	N/A	
Tb927.7.5180	Tb927.7.5180:mRNA	60S ribosomal protein L23a, putative	Tb927.7.5180	0	N/A	
Tb927.7.5210	Tb927.7.5210:mRNA	Putative Phosphatase/Protein of unknown function DUF89, putative	Tb927.7.5210	0	N/A	
Tb927.7.5230	Tb927.7.5230:mRNA	lanosterol synthase	Tb927.7.5230	1	N/A	
Tb927.7.5240	Tb927.7.5240:mRNA	Flagellum attachment zone protein 21	Tb927.7.5240	0	N/A	
Tb927.7.530	Tb927.7.530:mRNA	FYVE zinc finger, putative	Tb927.7.530	0	N/A	
Tb927.7.5320	Tb927.7.5320:mRNA	hypothetical protein, conserved	Tb927.7.5320	0	N/A	
Tb927.7.5340	Tb927.7.5340:mRNA	cAMP response protein 3	Tb927.7.5340	0	N/A	
Tb927.7.540	Tb927.7.540:mRNA	chaperone protein DnaJ, putative	Tb927.7.540	0	N/A	
Tb927.7.5480	Tb927.7.5480:mRNA	dihydrofolate reductase-thymidylate synthase	Tb927.7.5480	0	N/A	
Tb927.7.5490	Tb927.7.5490:mRNA	protein arginine n-methyltransferase 7	Tb927.7.5490	0	N/A	
Tb927.7.5530	Tb927.7.5530:mRNA	hypothetical protein, conserved	Tb927.7.5530	0	N/A	
Tb927.7.5600	Tb927.7.5600:mRNA	leucine-rich repeat protein (LRRP), putative	Tb927.7.5600	0	N/A	
Tb927.7.5660	Tb927.7.5660:mRNA	Outer dynein arm docking complex protein 2, putative	Tb927.7.5660	0	N/A	
Tb927.7.5680	Tb927.7.5680:mRNA	deoxyribose-phosphate aldolase, putative	Tb927.7.5680	0	N/A	
Tb927.7.570	Tb927.7.570:mRNA	prefoldin, putative	Tb927.7.570	0	N/A	
Tb927.7.5750	Tb927.7.5750:mRNA	Anaphase promoting complex-associated Protein AP2	Tb927.7.5750	0	N/A	
Tb927.7.5790	Tb927.7.5790:mRNA	protein disulfide isomerase, putative	Tb927.7.5790	0	NN Sum: 4, NN D: .8, HMM Prob: 1	
Tb927.7.580	Tb927.7.580:mRNA	GTP-binding protein, putative	Tb927.7.580	0	N/A	
Tb927.7.5820	Tb927.7.5820:mRNA	Monooxygenase, putative	Tb927.7.5820	0	N/A	
Tb927.7.5840	Tb927.7.5840:mRNA	hypothetical protein, conserved	Tb927.7.5840	4	N/A	
Tb927.7.6090	Tb927.7.6090:mRNA	eukaryotic translation initiation factor 3 subunit a	Tb927.7.6090	0	N/A	
Tb927.7.6260	Tb927.7.6260:mRNA	TPR repeat, putative	Tb927.7.6260	0	N/A	
Tb927.7.6270	Tb927.7.6270:mRNA	peptidase t, putative	Tb927.7.6270	0	N/A	
Tb927.7.6280	Tb927.7.6280:mRNA	Domain of unknown function (DUF3508), putative	Tb927.7.6280	0	N/A	
Tb927.7.6290	Tb927.7.6290:mRNA	kinesin, putative	Tb927.7.6290	0	N/A	
Tb927.7.6350	Tb927.7.6350:mRNA	NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial	Tb927.7.6350	0	NN Sum: 2, NN D: .41, HMM Prob: .84	
Tb927.7.6380	Tb927.7.6380:mRNA	ssm4 protein, putative	Tb927.7.6380	0	N/A	
Tb927.7.640	Tb927.7.640:mRNA	hypothetical protein, conserved	Tb927.7.640	3	N/A	
Tb927.7.6440	Tb927.7.6440:mRNA	vesicle transport v-SNARE protein, putative	Tb927.7.6440	1	N/A	
Tb927.7.6470	Tb927.7.6470:mRNA	metallo-peptidase, Clan MK, Family M67	Tb927.7.6470	0	N/A	
Tb927.7.650	Tb927.7.650:mRNA	Nucleolar protein 105	Tb927.7.650	0	N/A	
Tb927.7.6610	Tb927.7.6610:mRNA	hypothetical protein, conserved	Tb927.7.6610	0	N/A	
Tb927.7.6620	Tb927.7.6620.1:mRNA	Probable N6-adenine methyltransferase, putative	Tb927.7.6620	0	N/A	
Tb927.7.6620	Tb927.7.6620.2:mRNA	Probable N6-adenine methyltransferase, putative	Tb927.7.6620	0	N/A	
Tb927.7.6640	Tb927.7.6640:mRNA	hypothetical protein, conserved	Tb927.7.6640	0	N/A	
Tb927.7.6680	Tb927.7.6680:mRNA	STE/STE11 serine/threonine-protein kinase, putative	Tb927.7.6680	0	N/A	
Tb927.7.6770	Tb927.7.6770:mRNA	Acyl CoA binding protein, putative	Tb927.7.6770	0	N/A	
Tb927.7.6820	Tb927.7.6820:mRNA	hypothetical protein, conserved	Tb927.7.6820	0	N/A	
Tb927.7.6890	Tb927.7.6890:mRNA	methyltransferase domain containing protein, putative	Tb927.7.6890	0	N/A	
Tb927.7.6900	Tb927.7.6900:mRNA	Sister chromatid cohesion protein 1	Tb927.7.6900	0	N/A	
Tb927.7.6910	Tb927.7.6910:mRNA	Phosphatidylinositol 4-phosphate 5-kinase, putative	Tb927.7.6910	0	N/A	
Tb927.7.6930	Tb927.7.6930:mRNA	ATPase, putative	Tb927.7.6930	0	NN Sum: 4, NN D: .59, HMM Prob: .71	
Tb927.7.6980	Tb927.7.6980:mRNA	Mono-functional DNA-alkylating methyl methanesulfonate N-term/CPSF A subunit region, putative	Tb927.7.6980	0	N/A	
Tb927.7.700	Tb927.7.700:mRNA	Nucleolar protein 74	Tb927.7.700	0	N/A	
Tb927.7.7030	Tb927.7.7030:mRNA	zinc-finger of a C2HC-type, putative	Tb927.7.7030	0	N/A	
Tb927.7.7040	Tb927.7.7040:mRNA	methylthioadenosine phosphorylase, putative	Tb927.7.7040	0	N/A	
Tb927.7.7070	Tb927.7.7070:mRNA	MYND finger, putative	Tb927.7.7070	0	N/A	
Tb927.7.7080	Tb927.7.7080:mRNA	mitochondrial glycoprotein-like protein	Tb927.7.7080	0	N/A	
Tb927.7.710	Tb927.7.710:mRNA	heat shock 70 kDa protein, putative	Tb927.7.710	0	N/A	
Tb927.7.7190	Tb927.7.7190:mRNA	hypothetical protein, conserved	Tb927.7.7190	0	N/A	
Tb927.7.7230	Tb927.7.7230:mRNA	nitroreductase	Tb927.7.7230	0	N/A	
Tb927.7.7240	Tb927.7.7240:mRNA	leucine-rich repeat protein (LRRP), putative	Tb927.7.7240	0	N/A	
Tb927.7.7250	Tb927.7.7250:mRNA	Ankyrin repeats (3 copies), putative	Tb927.7.7250	0	N/A	
Tb927.7.730	Tb927.7.730:mRNA	Component of motile flagella 49	Tb927.7.730	0	N/A	
Tb927.7.7300	Tb927.7.7300:mRNA	ATP-dependent DEAD/H RNA helicase, putative	Tb927.7.7300	0	N/A	
Tb927.7.7330	Tb927.7.7330:mRNA	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit, putative	Tb927.7.7330	0	N/A	
Tb927.7.7410	Tb927.7.7410:mRNA	Trans-2-enoyl-ACP reductase 2, putative	Tb927.7.7410	0	N/A	
Tb927.7.7430	Tb927.7.7430:mRNA	ATP synthase F1, alpha subunit	Tb927.7.7430	0	NN Sum: 4, NN D: .52, HMM Prob: 1	
Tb927.7.7450	Tb927.7.7450:mRNA	GTP-binding protein, putative	Tb927.7.7450	0	N/A	
Tb927.7.7460	Tb927.7.7460:mRNA	hypothetical protein, conserved	Tb927.7.7460	0	N/A	
Tb927.7.760	Tb927.7.760:mRNA	hypothetical protein, conserved	Tb927.7.760	0	N/A	
Tb927.7.800	Tb927.7.800:mRNA	mitochondrial RNA binding complex 1 subunit	Tb927.7.800	0	N/A	
Tb927.7.820	Tb927.7.820:mRNA	dynein arm light chain, axonemal, putative	Tb927.7.820	0	N/A	
Tb927.7.840	Tb927.7.840:mRNA	Mitochondrial ATP synthase subunit, putative	Tb927.7.840	1	N/A	
Tb927.7.880	Tb927.7.880:mRNA	RNA-binding protein, putative	Tb927.7.880	0	N/A	
Tb927.7.900	Tb927.7.900:mRNA	hypothetical protein, conserved	Tb927.7.900	1	NN Sum: 4, NN D: .83, HMM Prob: 1	
Tb927.7.910	Tb927.7.910:mRNA	hypothetical protein, conserved	Tb927.7.910	0	N/A	
Tb927.7.920	Tb927.7.920:mRNA	Inner arm dynein 5-1	Tb927.7.920	0	N/A	
Tb927.7.940	Tb927.7.940:mRNA	protein kinase C substrate protein, heavy chain, putative	Tb927.7.940	0	NN Sum: 4, NN D: .91, HMM Prob: 1	
Tb927.7.970	Tb927.7.970:mRNA	NMD3 family, putative	Tb927.7.970	0	N/A	
Tb927.7.990	Tb927.7.990:mRNA	chaperone protein DnaJ, putative	Tb927.7.990	0	N/A	
Tb927.8.1080	Tb927.8.1080:mRNA	centrin, putative	Tb927.8.1080	0	N/A	
Tb927.8.1110	Tb927.8.1110:mRNA	40S ribosomal protein S9, putative	Tb927.8.1110	0	N/A	
Tb927.8.1120	Tb927.8.1120:mRNA	hypothetical protein, conserved	Tb927.8.1120	1	N/A	
Tb927.8.1160	Tb927.8.1160:mRNA	vacuolar-type Ca2+-ATPase, putative	Tb927.8.1160	10	N/A	
Tb927.8.1190	Tb927.8.1190:mRNA	eukaryotic translation initiation factor 3 subunit h	Tb927.8.1190	0	N/A	
Tb927.8.1210	Tb927.8.1210:mRNA	hypothetical protein, conserved	Tb927.8.1210	0	N/A	
Tb927.8.1250	Tb927.8.1250:mRNA	Sel1 repeat, putative	Tb927.8.1250	0	NN Sum: 4, NN D: .61, HMM Prob: .7	
Tb927.8.1270	Tb927.8.1270:mRNA	Nucleolar protein 54	Tb927.8.1270	0	N/A	
Tb927.8.1340	Tb927.8.1340:mRNA	60S ribosomal protein L7a, putative	Tb927.8.1340	0	N/A	
Tb927.8.1370	Tb927.8.1370:mRNA	hypothetical protein, conserved	Tb927.8.1370	2	N/A	
Tb927.8.1410	Tb927.8.1410:mRNA	pre-rrna-processing protein tsr1 homolog	Tb927.8.1410	0	N/A	
Tb927.8.1440	Tb927.8.1440:mRNA	maoC-like dehydratase, putative	Tb927.8.1440	0	N/A	
Tb927.8.1490	Tb927.8.1490:mRNA	Protein of unknown function (DUF1674), putative	Tb927.8.1490	0	N/A	
Tb927.8.1500	Tb927.8.1500:mRNA	hypothetical protein, conserved	Tb927.8.1500	0	N/A	
Tb927.8.1510	Tb927.8.1510:mRNA	ATP-dependent RNA helicase DBP2B, putative	Tb927.8.1510	0	N/A	
Tb927.8.1540	Tb927.8.1540:mRNA	hypothetical protein, conserved	Tb927.8.1540	0	N/A	
Tb927.8.1550	Tb927.8.1550:mRNA	paraflagellar rod component, putative	Tb927.8.1550	0	N/A	
Tb927.8.1560	Tb927.8.1560:mRNA	hypothetical protein, conserved	Tb927.8.1560	0	N/A	
Tb927.8.1570	Tb927.8.1570:mRNA	Uncharacterised protein family (UPF0172), putative	Tb927.8.1570	0	N/A	
Tb927.8.1600	Tb927.8.1600.1:mRNA	lysyl-tRNA synthetase, putative	Tb927.8.1600	0	N/A	
Tb927.8.1600	Tb927.8.1600.2:mRNA	lysyl-tRNA synthetase, putative	Tb927.8.1600	1	NN Sum: 2, NN D: .52, HMM Prob: .01	
Tb927.8.1710	Tb927.8.1710:mRNA	protein phosphatase 2A, regulatory subunit B, putative	Tb927.8.1710	0	N/A	
Tb927.8.1740	Tb927.8.1740:mRNA	Mitochondrial import inner membrane translocase subunit TIM62	Tb927.8.1740	0	NN Sum: 4, NN D: .64, HMM Prob: .28	
Tb927.8.1750	Tb927.8.1750:mRNA	Fe-S cluster assembly protein DRE2	Tb927.8.1750	0	N/A	
Tb927.8.1860	Tb927.8.1860:mRNA	pitrilysin-like metalloprotease	Tb927.8.1860	0	NN Sum: 1, NN D: .26, HMM Prob: .68	
Tb927.8.1870	Tb927.8.1870:mRNA	Golgi/lysosome glycoprotein 1	Tb927.8.1870	1	NN Sum: 4, NN D: .86, HMM Prob: 1	
Tb927.8.1940	Tb927.8.1940:mRNA	endosomal integral membrane protein, putative	Tb927.8.1940	9	NN Sum: 4, NN D: .71, HMM Prob: .96	
Tb927.8.1950	Tb927.8.1950:mRNA	hypothetical protein, conserved	Tb927.8.1950	0	N/A	
Tb927.8.1960	Tb927.8.1960:mRNA	CCR4-NOT transcription complex subunit 11	Tb927.8.1960	0	N/A	
Tb927.8.1980	Tb927.8.1980:mRNA	Beta propeller protein 1	Tb927.8.1980	0	N/A	
Tb927.8.1990	Tb927.8.1990:mRNA	peroxidoxin	Tb927.8.1990	0	N/A	
Tb927.8.2000	Tb927.8.2000:mRNA	cyclophilin, putative	Tb927.8.2000	0	N/A	
Tb927.8.2030	Tb927.8.2030:mRNA	Posterior and Ventral Edge protein 1	Tb927.8.2030	0	N/A	
Tb927.8.2080	Tb927.8.2080:mRNA	Fungal tRNA ligase phosphodiesterase domain containing protein, putative	Tb927.8.2080	0	N/A	
Tb927.8.2160	Tb927.8.2160:mRNA	p-glycoprotein	Tb927.8.2160	11	N/A	
Tb927.8.2240	Tb927.8.2240:mRNA	Tryptophanyl-tRNA synthetase 2	Tb927.8.2240	0	N/A	
Tb927.8.2290	Tb927.8.2290:mRNA	hypothetical protein, conserved	Tb927.8.2290	0	N/A	
Tb927.8.2450	Tb927.8.2450:mRNA	5'-AMP-activated protein kinase subunit beta	Tb927.8.2450	0	N/A	
Tb927.8.2520	Tb927.8.2520:mRNA	acetyl-CoA synthetase, putative	Tb927.8.2520	1	N/A	
Tb927.8.2540	Tb927.8.2540:mRNA	3-ketoacyl-CoA thiolase	Tb927.8.2540	0	N/A	
Tb927.8.2590	Tb927.8.2590:mRNA	Basal body protein	Tb927.8.2590	0	N/A	
Tb927.8.2600	Tb927.8.2600:mRNA	WD domain, G-beta repeat/BING4CT (NUC141) domain containing protein, putative	Tb927.8.2600	0	N/A	
Tb927.8.2630	Tb927.8.2630:mRNA	kinesin-C	Tb927.8.2630	0	N/A	
Tb927.8.2640	Tb927.8.2640:mRNA	ubiquitin-activating enzyme E1, putative	Tb927.8.2640	0	N/A	
Tb927.8.2740	Tb927.8.2740:mRNA	mitochondrial RNA binding protein	Tb927.8.2740	0	N/A	
Tb927.8.2820	Tb927.8.2820:mRNA	hypothetical protein, conserved	Tb927.8.2820	0	N/A	
Tb927.8.2850	Tb927.8.2850:mRNA	Poly(A)-specific ribonuclease PARN-1	Tb927.8.2850	0	N/A	
Tb927.8.2930	Tb927.8.2930:mRNA	mannosyl-oligosaccharide 1,2-alpha-mannosidase IB, putative	Tb927.8.2930	0	NN Sum: 4, NN D: .73, HMM Prob: 1	
Tb927.8.2970	Tb927.8.2970:mRNA	hypothetical protein, conserved	Tb927.8.2970	0	N/A	
Tb927.8.3010	Tb927.8.3010:mRNA	hook complex protein, conserved	Tb927.8.3010	0	N/A	
Tb927.8.3060	Tb927.8.3060:mRNA	metallo-peptidase, Clan MF, Family M17	Tb927.8.3060	0	N/A	
Tb927.8.3100	Tb927.8.3100:mRNA	coronin, putative	Tb927.8.3100	0	N/A	
Tb927.8.3150	Tb927.8.3150:mRNA	T-complex protein 1, gamma subunit, putative	Tb927.8.3150	0	N/A	
Tb927.8.3250	Tb927.8.3250:mRNA	dynein heavy chain, putative	Tb927.8.3250	0	N/A	
Tb927.8.3270	Tb927.8.3270:mRNA	hypothetical protein	Tb927.8.3270	0	N/A	
Tb927.8.3520	Tb927.8.3520:mRNA	hypothetical protein, conserved	Tb927.8.3520	0	N/A	
Tb927.8.3660	Tb927.8.3660:mRNA	protein transport protein SEC23	Tb927.8.3660	0	N/A	
Tb927.8.3690	Tb927.8.3690:mRNA	isocitrate dehydrogenase [NADP], mitochondrial precursor, putative	Tb927.8.3690	0	NN Sum: 0, NN D: .28, HMM Prob: .64	
Tb927.8.3710	Tb927.8.3710:mRNA	exonuclease, putative	Tb927.8.3710	0	N/A	
Tb927.8.3750	Tb927.8.3750:mRNA	nucleolar protein 56	Tb927.8.3750	0	N/A	
Tb927.8.3770	Tb927.8.3770:mRNA	Mitogen-activated protein kinase 10, putative	Tb927.8.3770	0	N/A	
Tb927.8.3870	Tb927.8.3870:mRNA	Nucleolar protein 127	Tb927.8.3870	0	N/A	
Tb927.8.3950	Tb927.8.3950:mRNA	hypothetical protein, conserved	Tb927.8.3950	0	N/A	
Tb927.8.3970	Tb927.8.3970:mRNA	oxidoreductase, putative	Tb927.8.3970	0	N/A	
Tb927.8.3980	Tb927.8.3980:mRNA	hypothetical protein, conserved	Tb927.8.3980	0	N/A	
Tb927.8.4190	Tb927.8.4190:mRNA	hypothetical protein, conserved	Tb927.8.4190	0	N/A	
Tb927.8.4210	Tb927.8.4210:mRNA	basal body component, putative	Tb927.8.4210	0	N/A	
Tb927.8.4220	Tb927.8.4220:mRNA	hypothetical protein, conserved	Tb927.8.4220	0	N/A	
Tb927.8.4250	Tb927.8.4250:mRNA	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit, putative	Tb927.8.4250	0	N/A	
Tb927.8.4320	Tb927.8.4320:mRNA	hypothetical protein, conserved	Tb927.8.4320	0	N/A	
Tb927.8.4330	Tb927.8.4330:mRNA	small GTP-binding protein Rab11	Tb927.8.4330	0	N/A	
Tb927.8.4380	Tb927.8.4380:mRNA	Archaic translocase of outer membrane 12 kDa subunit	Tb927.8.4380	1	N/A	
Tb927.8.4400	Tb927.8.4400:mRNA	Outer dynein arm docking complex protein 1, putative	Tb927.8.4400	0	N/A	
Tb927.8.4430	Tb927.8.4430:mRNA	uridine phosphorylase	Tb927.8.4430	0	N/A	
Tb927.8.4450	Tb927.8.4450:mRNA	RNA-binding protein, putative	Tb927.8.4450	0	N/A	
Tb927.8.4500	Tb927.8.4500:mRNA	Eukaryotic translation initiation factor 4 gamma 5	Tb927.8.4500	0	N/A	
Tb927.8.4540	Tb927.8.4540:mRNA	PAB1-binding protein , putative	Tb927.8.4540	0	N/A	
Tb927.8.4570	Tb927.8.4570:mRNA	Zinc finger, C3HC4 type (RING finger), putative	Tb927.8.4570	0	N/A	
Tb927.8.4580	Tb927.8.4580:mRNA	Basal body protein	Tb927.8.4580	0	N/A	
Tb927.8.4640	Tb927.8.4640:mRNA	Component of motile flagella 19	Tb927.8.4640	0	N/A	
Tb927.8.4770	Tb927.8.4770:mRNA	small GTP-binding protein Rab18	Tb927.8.4770	0	N/A	
Tb927.8.4780	Tb927.8.4780:mRNA	Flagellar Member 3	Tb927.8.4780	0	N/A	
Tb927.8.4800	Tb927.8.4800:mRNA	hypothetical protein, conserved	Tb927.8.4800	0	N/A	
Tb927.8.4810	Tb927.8.4810:mRNA	prohibitin 1	Tb927.8.4810	0	NN Sum: 3, NN D: .63, HMM Prob: .47	
Tb927.8.4820	Tb927.8.4820:mRNA	eukaryotic translation initiation factor 4 gamma 3	Tb927.8.4820	0	N/A	
Tb927.8.4870	Tb927.8.4870:mRNA	Component of motile flagella 6	Tb927.8.4870	0	N/A	
Tb927.8.4930	Tb927.8.4930:mRNA	hypothetical protein, conserved	Tb927.8.4930	0	N/A	
Tb927.8.5010	Tb927.8.5010:mRNA	Paraflagellar rod protein 2-5	Tb927.8.5010	0	N/A	
Tb927.8.5020	Tb927.8.5020:mRNA	hypothetical protein, conserved	Tb927.8.5020	0	N/A	
Tb927.8.5030	Tb927.8.5030:mRNA	transport protein particle (TRAPP) component, Bet3, putative	Tb927.8.5030	1	N/A	
Tb927.8.5070	Tb927.8.5070:mRNA	hypothetical protein, conserved	Tb927.8.5070	0	N/A	
Tb927.8.5090	Tb927.8.5090:mRNA	DNA-directed RNA polymerase I largest subunit	Tb927.8.5090	0	N/A	
Tb927.8.5120	Tb927.8.5120:mRNA	cytochrome c	Tb927.8.5120	0	N/A	
Tb927.8.5250	Tb927.8.5250:mRNA	delta-coat protein, putative	Tb927.8.5250	0	N/A	
Tb927.8.5290	Tb927.8.5290:mRNA	WW domain containing protein, putative	Tb927.8.5290	0	N/A	
Tb927.8.5330	Tb927.8.5330:mRNA	tyrosyl/methionyl-tRNA synthetase, putative	Tb927.8.5330	0	N/A	
Tb927.8.5380	Tb927.8.5380:mRNA	ubiquitin fold modifier protein, putative	Tb927.8.5380	0	N/A	
Tb927.8.5490	Tb927.8.5490:mRNA	Nucleolar protein,Nop52, putative	Tb927.8.5490	0	N/A	
Tb927.8.550	Tb927.8.550:mRNA	peptide methionine sulfoxide reductase, putative	Tb927.8.550	0	N/A	
Tb927.8.5520	Tb927.8.5520:mRNA	hypothetical protein, conserved	Tb927.8.5520	0	N/A	
Tb927.8.5580	Tb927.8.5580:mRNA	N-terminal region of Chorein, a TM vesicle-mediated sorter/Integral peroxisomal membrane peroxin, putative	Tb927.8.5580	0	N/A	
Tb927.8.560	Tb927.8.560:mRNA	hypothetical protein, conserved	Tb927.8.560	1	NN Sum: 3, NN D: .54, HMM Prob: .63	
Tb927.8.5600	Tb927.8.5600:mRNA	transaldolase, putative	Tb927.8.5600	0	N/A	
Tb927.8.5630	Tb927.8.5630:mRNA	dihydroorotase, putative	Tb927.8.5630	0	N/A	
Tb927.8.5640	Tb927.8.5640:mRNA	putative succinate dehydrogenase subunit	Tb927.8.5640	0	N/A	
Tb927.8.5650	Tb927.8.5650:mRNA	hypothetical protein, conserved	Tb927.8.5650	0	N/A	
Tb927.8.570	Tb927.8.570:mRNA	proteasome regulatory non-ATP-ase subunit 10	Tb927.8.570	0	N/A	
Tb927.8.5710	Tb927.8.5710:mRNA	recombination initiation protein NBS1, putative	Tb927.8.5710	0	N/A	
Tb927.8.5760	Tb927.8.5760:mRNA	Ankyrin repeats (many copies)/Alpha/beta hydrolase family, putative	Tb927.8.5760	1	N/A	
Tb927.8.580	Tb927.8.580:mRNA	hypothetical protein, conserved	Tb927.8.580	1	NN Sum: 2, NN D: .42, HMM Prob: .97	
Tb927.8.5830	Tb927.8.5830:mRNA	SMP-30/Gluconolaconase/LRE-like region, putative	Tb927.8.5830	0	N/A	
Tb927.8.5880	Tb927.8.5880:mRNA	eukaryotic translation initiation factor 1A, putative	Tb927.8.5880	0	N/A	
Tb927.8.5890	Tb927.8.5890:mRNA	histone chaperone ASF1B	Tb927.8.5890	0	N/A	
Tb927.8.5970	Tb927.8.5970:mRNA	Cullin 5, putative	Tb927.8.5970	0	N/A	
Tb927.8.5990	Tb927.8.5990:mRNA	NLE (NUC135) domain/WD domain, G-beta repeat, putative	Tb927.8.5990	0	N/A	
Tb927.8.6060	Tb927.8.6060:mRNA	2-amino-3-ketobutyrate coenzyme A ligase	Tb927.8.6060	0	N/A	
Tb927.8.610	Tb927.8.610:mRNA	hypothetical protein, conserved	Tb927.8.610	0	N/A	
Tb927.8.6110	Tb927.8.6110:mRNA	3-hydroxy-3-methylglutaryl-CoA synthase, putative	Tb927.8.6110	0	N/A	
Tb927.8.6160	Tb927.8.6160:mRNA	40S ribosomal protein S8, putative	Tb927.8.6160	0	N/A	
Tb927.8.6200	Tb927.8.6200:mRNA	tubulin folding cofactor D, putative	Tb927.8.6200	0	N/A	
Tb927.8.6230	Tb927.8.6230:mRNA	hypothetical protein, conserved	Tb927.8.6230	0	N/A	
Tb927.8.6240	Tb927.8.6240:mRNA	STOP axonemal protein	Tb927.8.6240	0	N/A	
Tb927.8.6250	Tb927.8.6250:mRNA	Nucleoporin NUP76	Tb927.8.6250	0	N/A	
