protein_id,amplitude,amplitude_err,tau,tau_err,offset,offset_err,half_life,bins,exp_rmse,protein_groups,desc,used_for_analysis,GO,0h_A,025h_A,0.5h_A,1h_A,2h_A,4h_A,8h_A,20h_A,28h_A,0h_B,025h_B,0.5h_B,1h_B,2h_B,4h_B,8h_B,20h_B,28h_B,0h_C,025h_C,0.5h_C,1h_C,2h_C,4h_C,8h_C,20h_C,28h_C
Tb927.8.3810,,,,,,,,none,,Tb927.8.3810,"hypothetical protein, conserved",0,GO:0005739|mitochondrion,,,,,0.920133597,,,0.464028923,0.21835112,,,,0.964949112,0.960288983,,,0.362489121,,,,,,0.595257026,0.656013677,0.574623692,0.338936072,
Tb927.8.3820,,,,,,,,none,,Tb927.8.3820,"conserved protein, unknown function",0,GO:0010494|cytoplasmic stress granule,,,,,,0.781990323,0.49608147,0.302576931,,,,,,,0.780332804,,0.267088805,,,,,,0.930335773,,,,
Tb927.8.3830,,,,,,,,none,,Tb927.8.3830,mitochondrial,0,GO:0005739|mitochondrion; GO:0003676|nucleic acid binding; GO:0008026|ATP-dependent helicase activity; GO:0005524|ATP binding,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tb927.8.3840,0.936294633,,20.55558426,,5.42E-09,,14.22647408,6,0.050371958,Tb927.8.3840;Tb10.v4.0212;Tb11.v5.0599,"hypothetical protein, conserved;variant surface glycoprotein (VSG, pseudogene), putative;variant surface glycoprotein (VSG), putative",1,GO:0051286|cell tip; GO:0020015|glycosome,,,,,0.875366709,0.702234651,0.546719524,0.322642203,0.192060036,,,0.560877333,,0.836931987,0.741031897,0.635616074,0.138731223,0.208020815,,,,,0.848223754,0.694214133,0.633619292,0.322037308,0.241186203
Tb927.8.3850,,,,,,,,none,,Tb927.8.3850,"PSP1 C-terminal conserved region, putative",0,GO:0003729|mRNA binding; GO:0031981|nuclear lumen; GO:0097014|ciliary plasm; GO:0010608|posttranscriptional regulation of gene expression; GO:0005737|cytoplasm,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tb927.8.3860,,,,,,,,none,,Tb927.8.3860,cytosolic iron-sulfur protein assembly 1,0,GO:0005515|protein binding,,,,,,,,,,,,,,,,0.729229046,0.44365904,0.355736901,,,,,,,0.730733435,0.447899056,0.339007948
Tb927.8.3870,0.8327174,0.039931389,7.928769647,0.892553791,0.272071389,0.042784495,8.598579381,1,0.025651245,Tb927.8.3870;Tb11.v5.0681,"Nucleolar protein 127;hypothetical protein, conserved",1,GO:0005634|nucleus; GO:0005730|nucleolus,,0.528859788,,,0.917827404,0.774844452,0.664988027,0.420647795,0.298651405,,,,,0.924858319,0.766784069,0.622955484,0.364343093,0.275507177,,,,0.966590261,0.919199902,0.772515203,0.593839006,0.360036939,0.257039253
Tb927.8.3930,,,,,,,,none,,Tb927.8.3930,"Gryzun, putative trafficking through Golgi, putative",0,none,,,,,0.917767657,,,0.417543254,,,,,,,,,,,0.95281498,,,,,0.876327856,0.742867176,0.466401927,0.310038011
Tb927.8.3950,0.925456272,,24.70819187,,2.53E-09,,17.10484229,9,0.011678057,Tb927.8.3950,"hypothetical protein, conserved",1,GO:0005634|nucleus,,,,,0.835475011,0.721369322,0.643381069,0.401782159,0.291017167,0.942242877,0.913746918,0.912928791,0.890236949,0.857903466,0.795203859,0.699636859,0.409132625,0.31076179,0.917743246,0.896958656,0.882421485,0.916914499,0.882734999,0.80699897,0.678277686,0.380525497,0.288470872
Tb927.8.3960,1.038501708,0.240291467,19.43285865,11.72867708,7.02E-13,0.002976723,13.44825988,5,0.018601668,Tb927.8.3960,"hypothetical protein, conserved",1,GO:0005739|mitochondrion,,,,,,0.860518453,0.685159639,0.30684362,0.240610616,,,,,,0.847978329,0.763031947,0.390348605,0.314625761,,,,,,0.811436379,0.681218828,0.374852683,0.190021949
Tb927.8.3970,0.85872861,0.00839808,18.53111015,0.741515108,0.108900217,0.013899772,15.33197244,7,0.029266924,Tb927.8.3970,"oxidoreductase, putative",1,"GO:0005794|Golgi apparatus; GO:0008270|zinc ion binding; GO:0004024|alcohol dehydrogenase activity, zinc-dependent; GO:0016491|oxidoreductase activity",0.965482087,,,0.930220323,0.625887833,0.872905222,0.724059336,0.397024137,0.300710809,,,0.936757974,0.919738238,0.906898983,0.830823057,0.667148856,0.373433783,0.298295836,0.946862598,0.950429201,,,0.924468395,0.835405374,0.665922105,0.400586359,0.296665891
Tb927.8.3980,0.948387401,0.002541111,12.74183982,0.061815979,0.074972083,0.002658493,9.857150775,2,0.015832285,Tb927.8.3980,"hypothetical protein, conserved",1,GO:0005634|nucleus,,,,,0.893278502,0.77384724,0.539725591,0.257641017,0.178936868,,,,0.951821829,0.922039359,0.771044455,0.581699903,0.193302892,0.179715026,,,0.679214728,0.951726512,0.892120233,0.707631627,0.580624106,0.274629654,0.182426928
Tb927.8.3990,,,,,,,,none,,Tb927.8.3990,"hypothetical protein, conserved",0,GO:0060170|ciliary membrane; GO:0005783|endoplasmic reticulum; GO:0005737|cytoplasm,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tb927.8.4000,,,,,,,,none,,Tb927.8.4000;Tb927.8.4000,"ABC1 family, putative;ABC1 family, putative",0,GO:0005739|mitochondrion,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tb927.8.4010,0.94743971,0.119737263,17.31597288,3.090762571,0.007441291,0.123163795,12.11723945,4,0.020999345,Tb927.8.4010,Flagellum adhesion protein 1,1,GO:0005515|protein binding; GO:0016021|integral component of membrane; GO:0020016|ciliary pocket,0.942568003,0.914168753,0.923987537,0.919324297,0.870113237,0.77556324,0.612124849,0.301945809,0.226413576,0.948006668,,0.912601053,0.912649166,0.87733832,0.780000287,0.602583667,0.312104112,0.244312225,0.877872858,0.907323995,0.920550196,0.918761297,0.868471795,0.772618283,0.604005622,0.316848793,0.209883513
Tb927.8.4100,0.941506891,0.01410499,13.8962975,0.794781107,0.079908029,0.01671304,10.84033646,3,0.025841087,Tb927.8.4100;Tb927.8.4050,FLA1-binding protein;FLA1-binding protein,1,GO:0031981|nuclear lumen; GO:0097014|ciliary plasm; GO:0005515|protein binding; GO:0016021|integral component of membrane; GO:0005737|cytoplasm,,,0.877403489,0.957147053,0.879764277,0.782893551,0.572037115,0.288896547,0.20798176,,,0.964520474,0.955886636,0.903625918,0.792832302,0.625465883,0.304545323,0.203873036,,,,0.955070879,0.909949046,0.814563412,0.583243399,0.305438216,0.204845902
Tb927.8.4140,,,,,,,,none,,Tb927.8.4140,Anaphase-promoting complex-associated protein AP3,0,GO:0005680|anaphase-promoting complex; GO:0007049|cell cycle,,,,,,,,,,,,,,,0.586253205,0.470404715,,,,,,,,,,,
Tb927.8.4150,,,,,,,,none,,Tb927.8.4150,rhomboid-like protein,0,GO:0031966|mitochondrial membrane; GO:0005739|mitochondrion; GO:0005744|TIM23 mitochondrial import inner membrane translocase complex; GO:0030150|protein import into mitochondrial matrix,,,,,,,0.757354061,0.375700463,0.333316539,,,,,0.945264254,0.861841161,0.722702046,0.299738061,,,,,,,,0.746699798,0.422771465,0.304623051
Tb927.8.4160,,,,,,,,none,,Tb927.8.4160,"hypothetical protein, conserved",0,GO:0005488|binding,,,,,,,,,,,,,,,,0.671991074,0.450989779,0.248098786,,,,,,,0.554943935,,0.222688587
Tb927.8.4170,0.941949583,0.02854513,5.790999989,0.676567837,0.234262114,0.034651042,5.639476755,1,0.034587857,Tb927.8.4170,"RNA-binding protein, putative",1,GO:0005737|cytoplasm; GO:0005634|nucleus; GO:0003676|nucleic acid binding; GO:0003723|RNA binding; GO:0005730|nucleolus; GO:0005654|nucleoplasm; GO:0006396|RNA processing,,,,,0.904894314,0.685736087,0.376409076,0.302549269,0.177252645,,,,0.894514339,0.898210805,0.63048386,0.465191118,0.27634952,0.190734563,,,,,,0.616863577,0.478740268,0.269290316,0.230488777
Tb927.8.4180,,,,,,,,none,,Tb927.8.4180,tRNA-specific adenosine deaminase,0,GO:0003824|catalytic activity; GO:0016787|hydrolase activity; GO:0008270|zinc ion binding,,,,,,,,,,,,,,,,,,,,,0.90869223,,,,,,
Tb927.8.4190,1.068679875,,6.784721349,,1.33E-10,,4.681239168,1,0.023321712,Tb927.8.4190,"hypothetical protein, conserved",1,GO:0010608|posttranscriptional regulation of gene expression,,0.902808347,,0.873694334,0.832454092,0.623046978,0.335153916,0.095192633,0.032118448,,,,0.9339081,0.841803808,0.539392887,0.331669683,,,,,,0.85273608,0.788851562,0.564945227,0.325567102,,
Tb927.8.4210,0.94121581,,24.1620528,,3.05E-11,,16.72628747,9,0.020395092,Tb927.8.4210,"basal body component, putative",1,GO:0036064|ciliary basal body; GO:0005515|protein binding; GO:0097014|ciliary plasm,,0.926073186,0.917161312,0.913577692,0.939378534,0.81792284,0.712413697,0.430237436,0.307868114,0.930802889,0.933292766,0.937734818,0.918929691,0.881453857,0.800960146,0.646691871,0.404792678,0.291855224,,0.92330073,0.932378684,0.966086868,0.891516723,0.85778395,0.693125462,0.393195968,0.251960304
Tb927.8.4220,0.869579375,0.015129564,11.37321003,0.479307702,0.085220696,0.015153158,9.031596572,2,0.00572263,Tb927.8.4220,"hypothetical protein, conserved",1,none,0.95690375,,,,0.861377146,0.690567764,0.51978158,0.226977752,0.134665283,,,,,,,0.496293761,,0.19413107,0.952587563,,,,,0.72626108,0.523950409,0.243317706,0.154350887
Tb927.8.4230,0.804475916,0.03964593,12.48467676,1.472079556,0.189632154,0.043046044,11.97994745,none,0.119096614,Tb927.8.4230,"hypothetical protein, conserved",0,none,,,0.35281898,,0.81105165,0.72224683,0.626595856,0.340772192,0.293698301,,,,0.931059977,,0.769324314,0.637115693,0.34754019,0.234392252,,,0.945687565,0.933420269,0.94198094,0.736038953,0.607881297,0.381181634,0.270382118
Tb927.8.4240,,,,,,,,none,,Tb927.8.4240,"hypothetical protein, conserved",0,GO:0036064|ciliary basal body; GO:0005739|mitochondrion,,,,,,,0.596499364,0.373949961,,,,,,,0.81793874,0.543622155,,,,,,,,,0.616951288,0.388725933,0.27966316
Tb927.8.4250,0.919484623,0.06040846,15.15583256,3.777262899,0.127102757,0.095426843,12.73375301,4,0.024121186,Tb927.8.4250,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit, putative",1,GO:0005515|protein binding; GO:0030964|NADH dehydrogenase complex; GO:0005739|mitochondrion,,,,,0.856238199,0.826381228,0.651140984,0.374002655,0.314306556,,,,,0.941022946,0.849793426,0.656920284,0.377254757,0.308528286,,0.817346865,,,0.855903527,0.875268636,0.68068624,0.365543283,0.241507267
Tb927.8.4270,,,,,,,,none,,Tb927.8.4270,"hypothetical protein, conserved",0,none,,,,,,,0.766554715,0.479599692,0.340964971,,,,,,,0.758829874,0.414071694,0.349663005,,,,,,0.892393761,0.758586224,0.451848827,0.343960837
Tb927.8.4280,,,,,,,,none,,Tb927.8.4280,"nuclear transport factor 2, putative",0,GO:0008565|protein transporter activity; GO:0005634|nucleus; GO:0006606|protein import into nucleus; GO:0005654|nucleoplasm; GO:0005737|cytoplasm,,0.986957761,,0.980639702,,,,,0.31570577,,,0.978871487,,0.942859308,,0.724464967,0.452889912,0.31811733,,,,,,,,,
Tb927.8.4290,,,,,,,,none,,Tb927.8.4290,"Ribosome biogenesis protein Nop16, putative",0,GO:0005634|nucleus; GO:0005730|nucleolus,,,,0.908219902,0.81346957,0.545889734,0.324539376,0.14818536,0.111563625,,,,,,0.569903414,0.348794832,0.109213465,,,,,,,,0.360567156,0.176714699,
Tb927.8.4310,,,,,,,,none,,Tb927.8.4310,"hypothetical protein, conserved",0,none,,,,,,,,,,,,,,,,,,,,,,,,0.812387528,0.645151392,,
Tb927.8.4320,0.747241943,0.016673773,15.09111336,3.800710203,0.168279012,0.05440728,14.28135699,6,0.024777354,Tb927.8.4320,"hypothetical protein, conserved",1,GO:0005515|protein binding,,,,,0.623324364,0.651113913,0.548433899,0.33035623,0.274673764,,,,,0.924199754,,0.621693477,0.312957254,0.29197347,,,,,,0.798540851,0.597753588,0.398312018,0.290246769
Tb927.8.4330,0.864334555,0.055987068,16.09050605,2.178272404,0.084751867,0.05758624,12.78886461,4,0.01358154,Tb927.8.4330,small GTP-binding protein Rab11,1,GO:0007264|small GTPase mediated signal transduction; GO:0005768|endosome; GO:0016197|endosomal transport; GO:0005525|GTP binding; GO:0016191|synaptic vesicle uncoating; GO:0000331|contractile vacuole; GO:0003924|GTPase activity; GO:0006897|endocytosis; GO:0016192|vesicle-mediated transport,0.948481725,0.929422358,0.921514083,0.913771082,0.881856285,0.76093599,0.601640919,0.353400273,0.246811395,0.92013616,0.933462256,0.924753071,0.912581213,0.871771398,0.761360895,0.584373316,0.336023232,0.234021287,0.942561459,0.93123356,0.924234927,0.923181741,0.869089225,0.746900343,0.596870577,0.328554132,0.233378539
Tb927.8.4370,,,,,,,,none,,Tb927.8.4370,"hypothetical protein, conserved",0,GO:0020015|glycosome; GO:0010608|posttranscriptional regulation of gene expression; GO:0005737|cytoplasm,,,,,,0.76856238,0.618907985,0.324746135,0.282960948,,,,,,,0.64090098,0.324527187,0.245006513,,,,,0.858664419,,0.582110055,0.335781895,0.223008204
Tb927.8.4380,0.840920299,0.052428824,15.30270453,3.422731482,0.19228418,0.066803536,14.55034021,6,0.015513392,Tb927.8.4380,Archaic translocase of outer membrane 12 kDa subunit,1,GO:0005742|mitochondrial outer membrane translocase complex; GO:0005741|mitochondrial outer membrane; GO:0030150|protein import into mitochondrial matrix; GO:0005739|mitochondrion; GO:0006626|protein targeting to mitochondrion,,,,0.974473923,0.930861446,0.809880497,0.663720483,0.408892832,0.329604052,,,,0.968156038,,0.793956203,0.706069181,0.409865566,0.323293824,,,,0.970612386,0.930106292,0.804888741,0.676149274,0.434232149,0.329501736
Tb927.8.4390,,,,,,,,none,,Tb927.8.4390,"translation initiation factor eIF-2B subunit beta, putative",0,GO:0003743|translation initiation factor activity; GO:0006413|translational initiation; GO:0044237|cellular metabolic process; GO:0005525|GTP binding; GO:0005737|cytoplasm; GO:0005851|eukaryotic translation initiation factor 2B complex,0.940186972,,,,,0.738398057,,,,,,,,,,,,,,,,,,0.741423422,0.717543854,,0.324546505
Tb927.8.4400,0.858894588,0.018479565,14.45774532,0.491682332,0.183427964,0.019583155,13.46566175,5,0.007434229,Tb927.8.4400,"Outer dynein arm docking complex protein 1, putative",1,GO:0005930|axoneme,0.856062216,0.98146677,,0.964309496,0.934266415,0.840618602,0.688563514,0.438531397,0.31696108,,,,,0.93066762,0.830457662,0.678401151,0.402529566,0.30467501,,,,,0.929642638,0.814730491,0.676218412,0.39938261,0.285836109
Tb927.8.4420,,,,,,,,none,,Tb927.8.4420,"hypothetical protein, conserved",0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tb927.8.4430,0.943759766,,27.22480344,,1.93E-09,,18.8492245,10,0.029306623,Tb927.8.4430,uridine phosphorylase,1,GO:0009116|nucleoside metabolic process; GO:0003824|catalytic activity; GO:0097014|ciliary plasm; GO:0004731|purine-nucleoside phosphorylase activity; GO:0004850|uridine phosphorylase activity; GO:0005737|cytoplasm,0.939073423,0.918923591,0.920321229,0.917046322,0.907464501,0.853117499,0.748498968,0.432147477,0.285734149,0.936650912,0.928398171,0.922249765,0.923049858,0.902066127,0.851656995,0.736146189,0.423194578,0.296916422,0.941179715,0.920351732,0.917670996,0.927869156,0.909168197,0.873878485,0.755409125,0.409218594,0.30545949
Tb927.8.4450,0.845312261,0.011714516,7.941905578,0.237506757,0.221072787,0.010895817,7.881666836,1,0.024157311,Tb927.8.4450,"RNA-binding protein, putative",1,GO:0005634|nucleus; GO:0003723|RNA binding; GO:0005730|nucleolus; GO:0003676|nucleic acid binding; GO:0006396|RNA processing,0.962875943,,,0.954260388,0.88074288,0.635230869,0.522765426,0.282364159,0.251433878,,,,,0.873287138,0.704481749,0.528465839,0.287582539,0.268177434,,,,0.973640575,0.886482463,0.679170263,0.531260361,0.295212213,0.230310468
Tb927.8.4460,0.986499999,,30.46471295,,5.49E-10,,21.0949586,none,0.11632889,Tb927.8.4460,"Domain of Unknown Function (DUF1042), putative",0,GO:0005930|axoneme,,,,,0.924311127,0.864959592,0.680260571,0.447052423,0.391833005,,,,0.970234986,,0.865302012,0.638048435,0.352693508,,,,,,0.922935758,,0.407374011,0.434466905,0.307188879
Tb927.8.4480,,,,,,,,none,,Tb927.8.4480,"hypothetical protein, conserved",0,GO:0005634|nucleus,,,,,,,,,,,,,,0.838555232,,0.584271776,0.426995265,0.238337301,,,,,,,,,
Tb927.8.4500,0.825750059,0.007864161,16.14551579,0.413207446,0.120887725,0.007876486,13.72038895,5,0.012265419,Tb927.8.4500;Tb11.v5.0763,"Eukaryotic translation initiation factor 4 gamma 5;MIF4G domain containing protein, putative",1,GO:0003729|mRNA binding; GO:0006412|translation; GO:0003723|RNA binding; GO:0016281|eukaryotic translation initiation factor 4F complex; GO:0005515|protein binding; GO:0010608|posttranscriptional regulation of gene expression; GO:0005737|cytoplasm; GO:0005488|binding,,,0.925002957,0.876200367,0.844805498,0.755148741,0.603037724,0.364156349,0.267029034,0.949958551,,0.905030018,0.909919638,0.925965182,0.71891238,0.594565201,0.355429868,0.265817276,0.943969676,0.912232654,,0.950012823,0.86642421,0.800008064,0.637668751,0.361908043,0.267126626
Tb927.8.4540,0.968998651,0.105633605,22.05909031,5.478058626,0.016049374,0.119038197,15.63652601,8,0.022050858,Tb927.8.4540,"PAB1-binding protein , putative",1,GO:0003729|mRNA binding; GO:0045727|positive regulation of translation; GO:0005634|nucleus; GO:0010494|cytoplasmic stress granule; GO:0034063|stress granule assembly; GO:0010608|posttranscriptional regulation of gene expression; GO:0005737|cytoplasm,,,0.965551261,0.918758827,0.942561993,0.820415264,0.675738196,0.399916091,0.30402317,,0.932269183,0.9372418,0.967682829,0.901879079,0.834850828,0.623759417,0.327301074,0.286177807,,,0.926250446,0.928744313,0.901582246,0.838867986,0.675233962,0.397572184,0.281238192
Tb927.8.4550,0.791074829,0.053823966,14.7697759,2.763785413,0.114001595,0.068519511,12.50958535,4,0.029672753,Tb927.8.4550,"Mitochondrial SSU ribosomal protein, putative",1,GO:0005739|mitochondrion; GO:0005763|mitochondrial small ribosomal subunit,,,0.763678945,0.890264142,,,0.608789282,0.320273769,0.232028422,,,0.897400841,0.689362341,0.849982124,0.715636308,0.573283231,0.298861875,0.213698454,0.936360606,0.898035538,0.901789538,0.860252355,0.884886811,0.707395322,0.582593463,0.33008095,0.248086297
Tb927.8.4560,,,,,,,,none,,Tb927.8.4560,"hypothetical protein, conserved",0,GO:0005515|protein binding,,,,,,,,,,,,,,,,,0.455479835,,,,,,,,,0.246687118,
Tb927.8.4570,1.051619541,,6.620621469,,1.12E-12,,4.567493798,1,0.006542117,Tb927.8.4570,"Zinc finger, C3HC4 type (RING finger), putative",1,GO:0008270|zinc ion binding,,,,0.911942837,0.777421724,0.602485309,0.27596857,,,,,,0.890254767,0.772505217,0.527365168,0.316411872,,,,,,,0.786895938,0.556492306,0.311757088,,
Tb927.8.4580,0.843456829,0.032806225,17.36090803,1.656091714,0.145023239,0.033464553,15.2816802,7,0.012002723,Tb927.8.4580,Basal body protein,1,GO:0005930|axoneme; GO:0036064|ciliary basal body,,,0.914703555,0.953927377,0.91057867,0.803342161,0.658525933,0.416074549,0.312023729,,0.976385736,,0.962405355,0.91724688,0.807671343,0.659509799,0.390273086,0.315325859,0.988203417,0.976453637,0.974377636,0.951625258,0.918800965,0.811257714,0.675275858,0.4114079,0.312519669
Tb927.8.4590,0.793872774,0.123887787,1.753782364,0.370717382,0.330698254,0.01413399,2.122261279,1,0.064078065,Tb927.8.4590,"hypothetical protein, conserved",1,none,,,,,0.581367644,0.358513026,0.352355279,0.146523403,,,,,0.792659021,0.575498392,0.403078172,0.345532542,0.24606776,,,0.877426712,,0.767064493,0.597093831,0.420171923,0.336579356,0.173100477,
Tb927.8.4610,0.9057002,0.051830049,18.07558659,2.36753265,0.039375704,0.053565718,13.30952545,5,0.077777323,Tb927.8.4610,Ras-related protein RabX1,1,GO:0003924|GTPase activity; GO:0007264|small GTPase mediated signal transduction; GO:0005741|mitochondrial outer membrane; GO:0016021|integral component of membrane; GO:0005783|endoplasmic reticulum; GO:0005525|GTP binding,0.960984816,0.470262474,,0.915417717,0.90183581,0.717550668,0.605050421,0.323453679,0.224354055,0.949188445,,0.920475024,0.922664156,0.829586837,0.759422614,0.655151205,0.347013783,0.237932851,0.941620293,0.932472481,0.920247152,0.904356726,0.857665375,0.772134479,0.612418643,0.326603201,0.23729061
Tb927.8.4620,,,,,,,,none,,Tb927.8.4620,"small GTP-binding protein Rab7, putative",0,GO:0003924|GTPase activity; GO:0007264|small GTPase mediated signal transduction; GO:0005525|GTP binding,,,,,0.861305023,,,0.343305208,0.151744533,,,,0.899332636,,0.800659615,,0.423937006,,,,,,0.831603242,0.687775725,0.555094721,,
Tb927.8.4640,0.955876828,,24.23035007,,3.15E-11,,16.77362753,9,0.013226801,Tb927.8.4640,Component of motile flagella 19,1,GO:0005930|axoneme; GO:0007026|negative regulation of microtubule depolymerization,,,,0.978570004,0.918516119,0.793153853,0.632391373,0.446254809,0.302217243,,0.929484857,0.915976735,0.91572944,0.7791346,0.809712265,0.684863022,0.388664208,0.302269321,0.936364817,,,0.906186516,0.889315104,0.768215087,0.705213642,0.42554778,0.298165741
Tb927.8.4660,,,,,,,,none,,Tb927.8.4660;Tb11.v5.0863,"hypothetical protein, conserved;hypothetical protein, conserved",0,GO:0005488|binding,,,,,,0.739499572,0.596371457,,0.193640089,,,,,0.884912869,,0.519691397,0.30365577,,,,,,,0.75413267,0.603995746,,0.181209114
Tb927.8.4670,,,,,,,,none,,Tb927.8.4670,"hypothetical protein, conserved",0,none,,,,,,0.450491721,,,,,,,,,,,,,,,,,0.75110777,,,,
Tb927.8.4680,,,,,,,,none,,Tb927.8.4680,"Spinocerebellar ataxia type 10 protein domain containing protein, putative",0,none,,,,,,0.243183083,0.112348858,,,,,,,,,,,0.296135958,,,,,0.54691086,,,,
Tb927.8.4690,,,,,,,,none,,Tb927.8.4690,"hypothetical protein, conserved",0,none,,,,,0.912403073,0.75340465,0.560425907,0.288756473,,,,,,,0.747707413,0.495444533,0.169339222,0.161240355,,,,,,0.765785325,0.563702601,0.257088065,
Tb927.8.4770,0.968670883,,24.31256764,,1.94E-11,,16.83061641,9,0.011156287,Tb927.8.4770,small GTP-binding protein Rab18,1,GO:0003924|GTPase activity; GO:0007264|small GTPase mediated signal transduction; GO:0005737|cytoplasm; GO:0005525|GTP binding,0.955217537,0.973150828,,0.901195199,0.871836886,0.854722103,0.720389601,0.405131333,0.273595389,0.955191223,0.924100209,,0.935279701,0.936374258,0.807436088,0.69529328,0.44124424,0.305913848,0.98129991,0.966831517,0.449895379,,0.934849791,0.767436394,0.706379687,0.424563894,0.299272889
Tb927.8.4780,0.946369207,,22.36072818,,1.28E-10,,15.47770439,8,0.017594509,Tb927.8.4780,Flagellar Member 3,1,GO:0044458|motile cilium assembly,0.946583927,,,0.896307191,0.817547264,0.807888479,0.695637099,0.396576307,0.266697625,0.943818025,,0.982230089,0.901844957,0.930655355,0.832591825,0.675259368,0.383740075,0.27016835,0.941863375,0.991165011,,0.96039525,0.922341253,0.827799484,0.684949528,0.370958329,0.269954131
Tb927.8.4790,,,,,,,,none,,Tb927.8.4790,"Putative snoRNA binding domain containing protein, putative",0,none,,,,,0.858113802,0.813840063,0.468168653,0.424029359,,,,,,,,0.444982662,,,,,,,,0.811311269,0.357217019,0.433026097,0.304020721
Tb927.8.4800,0.852483679,0.010256992,11.41175307,1.067252175,0.117447109,0.025366613,9.575447655,2,0.005168161,Tb927.8.4800,"hypothetical protein, conserved",1,GO:0005515|protein binding,,,,,,,,,0.226609768,,,,,,0.73032244,0.52051499,0.259990787,0.226946806,,,,,0.914216866,0.704085674,0.57007976,0.269908131,0.145808418
Tb927.8.4810,0.915594954,0.039334134,22.69988671,1.296743046,0.02823896,0.039612337,16.4229544,9,0.014493244,Tb927.8.4810,prohibitin 1,1,GO:0051881|regulation of mitochondrial membrane potential; GO:0007005|mitochondrion organization; GO:0051726|regulation of cell cycle; GO:0070129|regulation of mitochondrial translation; GO:0005739|mitochondrion,0.95108009,0.933586684,0.920107503,0.910240237,0.896071867,0.801877729,0.673765375,0.420759986,0.284756977,0.944554464,0.930669188,0.924779318,0.927261413,0.880629487,0.792855102,0.674190899,0.38102175,0.295633922,0.945347714,0.935096689,0.923032464,0.949914856,0.92667438,0.785841011,0.670016252,0.396473779,0.30806204
Tb927.8.4820,0.792719721,0.029416194,8.902264397,0.735086396,0.275790739,0.034387488,9.941991725,2,0.032185275,Tb927.8.4820;Tb11.v5.0659,"eukaryotic translation initiation factor 4 gamma 3;MIF4G domain containing protein, putative",1,GO:0006412|translation; GO:0010494|cytoplasmic stress granule; GO:0003723|RNA binding; GO:0016281|eukaryotic translation initiation factor 4F complex; GO:0005515|protein binding; GO:0010608|posttranscriptional regulation of gene expression; GO:0005737|cytoplasm; GO:0005488|binding,,,,0.964177028,0.911180608,0.711974247,0.646544579,0.368858602,0.24601088,,,,,,0.732205883,0.599942425,0.380651238,0.288494136,,,,0.913753522,0.907945045,0.752489354,0.597052181,0.361771352,0.274985796
Tb927.8.4830,,,,,,,,none,,Tb927.8.4830,u1 small nuclear ribonucleoprotein 70 kDa,0,"GO:0045292|mRNA cis splicing, via spliceosome; GO:0005634|nucleus; GO:0003723|RNA binding; GO:0005685|U1 snRNP; GO:1990446|U1 snRNP binding; GO:0005515|protein binding; GO:0003676|nucleic acid binding; GO:0006396|RNA processing",,0.985272823,,,,0.779138121,,,,,,,,,,,,,,,,,,,,0.46465003,0.292688058
Tb927.8.4850,,,,,,,,none,,Tb927.8.4850,"hypothetical protein, conserved",0,none,,,,,,,,,,,,,,,,0.612562907,,,,,,,,,,,
Tb927.8.4860,,,,,,,,none,,Tb927.8.4860,kinetoplast ribosomal PPR-repeat containing protein 10,0,GO:0005739|mitochondrion; GO:0005763|mitochondrial small ribosomal subunit,,,,,,,,,,,,,,,,,,,,,,,0.821332481,0.700305562,0.523723101,0.218146017,
Tb927.8.4870,0.905824152,0.145967142,23.43485818,7.572167558,8.57E-09,0.12163417,16.22223479,8,0.030417109,Tb927.8.4870,Component of motile flagella 6,1,GO:0060285|cilium-dependent cell motility; GO:0005515|protein binding; GO:0005930|axoneme; GO:0005737|cytoplasm,,,0.898580557,0.891083321,0.841676876,0.700684795,0.61719864,0.391754569,0.266627105,0.511187053,,,0.942884976,0.824373962,0.759651622,0.65290971,0.405878951,0.260266116,,,,,0.817427583,0.701191777,0.566468396,0.3856135,0.279499877
Tb927.8.4880,0.922321397,0.056050653,4.834263684,0.921287317,0.135994052,0.073905313,4.095485042,1,0.01683785,Tb927.8.4880,DNA polymerase alpha catalytic subunit,1,GO:0005736|RNA polymerase I complex; GO:0005634|nucleus; GO:0006273|lagging strand elongation; GO:0000166|nucleotide binding; GO:0003887|DNA-directed DNA polymerase activity; GO:0003676|nucleic acid binding; GO:0003677|DNA binding,,,,,0.764324836,0.538528857,,,,,,,0.88983932,0.730309673,0.559436282,0.293956869,,,,,,0.881858425,0.842600221,0.503943835,0.332324703,0.107883132,
Tb927.8.4890,,,,,,,,none,,Tb927.8.4890,pol-associated gene 1,0,"GO:0005634|nucleus; GO:0016671|oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor; GO:0015036|disulfide oxidoreductase activity; GO:0016021|integral component of membrane; GO:0003756|protein disulfide isomerase activity; GO:0005783|endoplasmic reticulum; GO:0055114|oxidation-reduction process",,,,,,,,,,,,,,,,0.516935685,,,,,,0.897569027,0.847510783,0.72417816,,0.272872638,
