protein_id,amplitude,amplitude_err,tau,tau_err,offset,offset_err,half_life,bins,exp_rmse,protein_groups,desc,used_for_analysis,GO,0h_A,05h_A,1h_A,2h_A,4h_A,8h_A,12h_A,0h_B,05h_B,1h_B,2h_B,4h_B,8h_B,12h_B,0h_C,05h_C,1h_C,2h_C,4h_C,8h_C,12h_C
Tb927.8.5280,0.845141249,0.003263536,3.162886104,0.059782264,0.156235961,0.003720282,2.78635065,1,0.002933765,Tb927.8.5280,mitochondrial ribosomal protein s34,1,GO:0003735|structural constituent of ribosome; GO:0005739|mitochondrion; GO:0005763|mitochondrial small ribosomal subunit,,0.866523721,0.765277336,0.586438314,0.405687497,0.238035908,0.180073267,,0.906801706,0.751690913,0.642732234,0.357442297,0.222535767,0.144051829,,0.862091703,0.798486952,0.57889885,0.439767933,0.208098992,0.211438502
Tb927.8.5290,1.02735016,,8.405769104,,1.88E-09,,5.785899758,6,0.042132903,Tb927.8.5290,"WW domain containing protein, putative",1,GO:0005515|protein binding,0.944066873,0.856373962,0.912864625,0.784787911,0.653230884,0.407745242,0.22346285,0.878165875,0.91642323,0.909683237,0.81490688,0.64492267,0.401680692,0.214127184,0.988802366,0.95879123,0.915851001,0.795622733,0.68543376,0.386415986,0.243912093
Tb927.8.5300,0.915593399,,7.453322769,,3.40E-10,,5.125714254,4,0.046835122,Tb927.8.5300,"hypothetical protein, conserved",1,none,0.902358165,0.856885031,,0.761734302,0.594611705,0.332353263,0.18807161,0.864438742,0.840992845,,0.766508319,0.524600073,0.281759853,0.099984156,0.860464986,0.870950029,0.885406852,0.811661722,0.570046951,0.237398399,0.146446697
Tb927.8.5310,,,,,,,,none,,Tb927.8.5310,"Polyketide cyclase / dehydrase and lipid transport, putative",0,none,,,,,,,,,,,,,,,,,,,,,
Tb927.8.5320,0.952323565,0.0364447,5.800879779,1.002434533,0.122515881,0.044988812,4.771118996,none,0.114003832,Tb927.8.5320,"hypothetical protein, conserved",0,none,,,0.86023155,0.775825396,0.587548972,0.384508388,0.284286258,,,0.956216231,0.790405114,0.643746919,0.331592148,0.234753101,,,0.943654,0.06654751,0.594489718,0.277846865,0.252095362
Tb927.8.5330,1.002021182,,8.33843867,,8.85E-10,,5.73922985,6,0.030241345,Tb927.8.5330,"tyrosyl/methionyl-tRNA synthetase, putative",1,GO:0043039|tRNA aminoacylation; GO:0005737|cytoplasm; GO:0000049|tRNA binding,0.971221113,0.958855191,0.872582073,0.842946661,0.624984397,0.391319479,0.225218495,0.962027733,0.919972467,0.945081339,0.855009406,0.637918262,0.421502354,0.237794218,0.955759792,1.000557778,0.920933147,0.838329938,0.630032935,0.416189538,0.237296822
Tb927.8.5370,0.867662392,0.059944596,4.772471598,1.337816768,0.24190946,0.049653334,4.808244104,3,0.079567427,Tb927.8.5370,"hypothetical protein, conserved",1,GO:0010608|posttranscriptional regulation of gene expression,,0.855870161,0.545079872,0.840272869,0.619364675,0.334229132,0.275841195,,,0.859300138,0.781432798,0.671535641,0.367268108,0.303137973,,,0.906886879,0.827612053,0.593717786,0.423854279,0.323441433
Tb927.8.5380,1.028230894,,7.508521274,,2.14E-10,,5.163974941,4,0.020501011,Tb927.8.5380,"ubiquitin fold modifier protein, putative",1,GO:0005739|mitochondrion; GO:0032446|protein modification by small protein conjugation,1.030126887,0.954656487,0.902123634,0.819343854,0.633919093,0.356431378,0.2072242,1.027262807,0.959507854,0.914949883,0.852304773,0.611797302,0.351712739,0.199068756,1.014921924,0.914842506,0.948773017,0.803131577,0.644581474,0.352462927,0.216439258
Tb927.8.5390,1.046110701,,8.334791327,,1.89E-09,,5.736701712,6,0.049974072,Tb927.8.5390,"cdc2-related protein kinase 4, putative",1,GO:0000278|mitotic cell cycle; GO:0004672|protein kinase activity; GO:0005524|ATP binding; GO:0006468|protein phosphorylation,0.999234755,0.990741238,0.914148451,0.827093386,0.683156481,0.411088605,0.252985462,,0.979685259,0.798550034,0.675852025,0.55933393,0.406595059,0.245981353,,,,0.673806999,0.654958246,0.423857712,0.248844816
Tb927.8.5400,,,,,,,,none,,Tb927.8.5400,"hypothetical protein, conserved",0,none,,,0.819128789,0.69794556,0.548789178,0.268976892,0.212919812,,,,0.727702578,0.565480515,0.289373451,,,,,0.775223626,0.606997794,0.32270318,0.18901003
Tb927.8.5410,,,,,,,,none,,Tb927.8.5410,"hypothetical protein, conserved",0,GO:0005737|cytoplasm,,,,,0.463601693,,,,,,0.704363931,0.43862047,,,,,,,0.516649516,0.308650269,
Tb927.8.5430,,,,,,,,none,,Tb927.8.5430,"Snf7, putative",0,GO:0007034|vacuolar transport; GO:0016192|vesicle-mediated transport,,,,0.640547942,0.389315718,0.305847128,,,,,0.495952269,0.550185466,,,,,,,0.549797689,,
Tb927.8.5450,0.756823712,0.077570704,4.976728064,1.272368381,0.131685134,0.093065928,4.349227107,2,0.024099654,Tb927.8.5450,amino acid permease 24,1,GO:0015893|drug transport; GO:0022858|alanine transmembrane transporter activity; GO:0015238|drug transmembrane transporter activity; GO:0002036|regulation of L-glutamate import across plasma membrane; GO:0015193|L-proline transmembrane transporter activity; GO:0035524|proline transmembrane transport; GO:0051955|regulation of amino acid transport; GO:0070881|regulation of proline transport; GO:0005886|plasma membrane; GO:0080144|amino acid homeostasis; GO:0016021|integral component of membrane; GO:0006971|hypotonic response,,0.801223657,0.736993899,0.704480416,0.472963298,0.333441946,0.195229724,,0.840607097,0.779907907,0.518575968,0.498642173,0.270879286,0.193726961,,0.698982327,,0.572799548,0.438228435,0.248329945,
Tb927.8.5460,1.026358669,,9.589933774,,3.60E-12,,6.606700145,9,0.046737301,Tb927.8.5460;Tb11.v5.0797;Tb927.8.5465;Tb927.8.5440;Tb11.v5.0798;Tb927.8.5470,Flagellar calcium-binding 44 kDa protein;flagellar calcium-binding protein;flagellar calcium-binding 24 kDa protein;flagellar calcium-binding 24 kDa protein;flagellar calcium-binding protein;flagellar calcium-binding 24 kDa protein,1,GO:0005509|calcium ion binding; GO:0097014|ciliary plasm; GO:0031514|motile cilium; GO:0060285|cilium-dependent cell motility; GO:0006816|calcium ion transport; GO:0005737|cytoplasm,0.969823744,0.949059544,0.936815683,0.890410316,0.770792555,0.456835341,0.275149001,0.962839406,0.946438188,0.945404791,0.888132882,0.750318742,0.475908363,0.279105244,0.959579128,0.961664006,0.940281723,0.881055405,0.755832559,0.483959904,0.274280924
Tb927.8.5480,0.933503278,0.555684027,6.174528121,6.439372105,2.19E-09,0.017868932,4.239321361,2,0.08658993,Tb927.8.5480,"hypothetical protein, conserved",1,GO:0005739|mitochondrion,0.823847542,0.825953451,0.538536916,0.677362195,0.473590113,,,0.705581863,0.840290449,0.79237519,0.685763209,0.451184515,0.219527108,0.35136013,0.772032261,0.792780903,0.708299815,0.68683082,0.454332712,0.373694186,
Tb927.8.5490,0.832027515,0.027890067,4.803275734,0.398084943,0.11915205,0.014619854,4.022191372,2,0.016038665,Tb927.8.5490,"Nucleolar protein,Nop52, putative",1,"GO:0030688|preribosome, small subunit precursor; GO:0006364|rRNA processing; GO:0005634|nucleus; GO:0005730|nucleolus; GO:0005737|cytoplasm",,0.889703255,0.764603697,0.644232047,0.486972913,0.292621735,0.219699749,,0.99205889,0.890144448,0.716320639,0.472852676,0.266787405,0.191930863,1.038107125,0.806755321,0.77926536,0.610451264,0.426123414,0.291289061,0.181845679
Tb927.8.550,0.208316615,0.093430144,2.77823782,3.248225099,0.305796237,0.053697373,,,0.024565616,Tb927.8.550,"peptide methionine sulfoxide reductase, putative",1,GO:0008113|peptide-methionine (S)-S-oxide reductase activity; GO:0031981|nuclear lumen; GO:0097014|ciliary plasm; GO:0006464|cellular protein modification process; GO:0005737|cytoplasm; GO:0055114|oxidation-reduction process,,0.823204204,,0.586201743,,,0.332949634,,0.08916683,,0.605607286,0.098384281,0.448996334,0.324960643,,,0.778633171,0.117770559,0.549207551,0.193076978,
Tb927.8.5510,1.055997855,,8.454166496,,2.00E-15,,5.819446259,6,0.0487187,Tb927.8.5510,"apurinic/apyrimidinic endonuclease, putative",1,GO:0006281|DNA repair; GO:0005634|nucleus; GO:0004518|nuclease activity,0.941519688,0.956864845,0.959000702,0.859211202,0.652635811,0.42161299,0.250947065,0.953778235,0.979651332,0.948638519,0.856323207,0.675699514,0.387385075,0.238156273,0.902156258,0.973909715,0.944285153,0.842477981,0.646835584,0.391208189,0.252155045
Tb927.8.5520,0.948741189,,10.30439879,,6.06E-09,,7.101929622,10,0.009640717,Tb927.8.5520,"hypothetical protein, conserved",1,GO:0005634|nucleus,0.948755638,0.898012303,0.825343507,0.786445816,0.675827318,0.440634164,0.285205653,0.936439665,0.88751488,0.85916164,0.822722703,0.672464332,0.418857755,0.2865833,0.958187173,0.90990935,0.909550839,0.751298858,0.650051601,0.425785369,0.302463562
Tb927.8.5530,1.067093189,0.09176935,8.149505641,1.725404745,3.66E-09,0.065657402,5.608271474,5,0.085078888,Tb927.8.5530,"COP9 signalosome complex subunit 5, putative",1,GO:0005515|protein binding; GO:0008180|COP9 signalosome,,0.964317998,0.710469547,0.814704065,0.682175353,0.394653773,0.308418645,,,0.940274258,0.855242295,0.604912728,0.397090013,0.222735478,,0.655435444,0.952276213,0.864118414,0.670228893,0.406900209,0.269907798
Tb927.8.5540,,,,,,,,none,,Tb927.8.5540,Iron-sulfur assembly protein 1,0,GO:0005198|structural molecule activity; GO:0097428|protein maturation by iron-sulfur cluster transfer; GO:0051536|iron-sulfur cluster binding; GO:0005739|mitochondrion; GO:2000377|regulation of reactive oxygen species metabolic process; GO:0044572|[4Fe-4S] cluster assembly,,,,,0.69640114,,0.372400389,,,,0.799918916,0.752320604,0.446171406,0.336088247,,0.842858723,,,0.657884247,,
Tb927.8.5560,0.850277521,0.035894732,4.518558348,1.12443523,0.204803528,0.053655069,4.320589399,2,0.028924345,Tb927.8.5560,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit, putative",1,GO:0005739|mitochondrion,,,0.861862856,0.745266961,0.534128721,0.344514735,0.24186559,,,0.835519985,0.761723611,0.588740678,0.323267934,0.25801613,,,0.780676347,0.759133888,0.484306311,0.353127441,0.285299079
Tb927.8.5570,,,,,,,,none,,Tb927.8.5570,"transporter, putative",0,GO:0055085|transmembrane transport; GO:0016021|integral component of membrane; GO:0005215|transporter activity,,,,,,,,,,,,,,,,,,,,,
Tb927.8.5580,0.895738523,0.101705203,9.109173213,2.007899913,5.97E-11,0.005232395,6.273462319,8,0.012883557,Tb927.8.5580,"N-terminal region of Chorein, a TM vesicle-mediated sorter/Integral peroxisomal membrane peroxin, putative",1,GO:0016021|integral component of membrane; GO:0005739|mitochondrion; GO:0005737|cytoplasm,0.967877535,0.842423522,0.774285375,0.734161139,0.570526591,0.372371179,0.227238402,0.908524844,0.848558467,0.795142367,0.74845504,0.586321569,0.357166998,0.247412362,0.845564485,0.860918603,0.78033159,0.727493239,0.627854274,0.377563689,0.223134452
Tb927.8.5590,,,,,,,,none,,Tb927.8.5590,"SH3-binding, glutamic acid-rich protein, putative",0,GO:0031981|nuclear lumen; GO:0045454|cell redox homeostasis; GO:0097014|ciliary plasm; GO:0009055|electron transfer activity; GO:0015035|protein disulfide oxidoreductase activity; GO:0005737|cytoplasm,,,,0.377156237,,,,,,,0.285597627,,,,,,,0.412962608,,,
Tb927.8.560,0.995969563,0.004709421,7.185313307,0.169686158,0.139882916,0.008240999,6.018555534,7,0.001560788,Tb927.8.560,"hypothetical protein, conserved",1,GO:0005509|calcium ion binding; GO:0016021|integral component of membrane; GO:0005741|mitochondrial outer membrane,,,,0.90947693,0.686514092,0.474399353,0.351034526,,,,0.863361733,0.671630492,0.438089488,0.320059822,,,,0.909873468,0.764937688,0.491068759,0.334578331
Tb927.8.5600,0.922853014,,9.009726133,,7.85E-10,,6.204530862,7,0.018167285,Tb927.8.5600,"transaldolase, putative",1,GO:0006098|pentose-phosphate shunt; GO:0005737|cytoplasm; GO:0031981|nuclear lumen; GO:0097014|ciliary plasm; GO:0004801|sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase activity; GO:0005975|carbohydrate metabolic process; GO:0020015|glycosome,0.933795447,0.856963592,0.825164226,0.781229663,0.635064189,0.400357734,0.239143714,0.912746006,0.837684757,0.831870013,0.74353891,0.615699706,0.386491868,0.23039451,0.897599524,0.860162669,0.820244003,0.771692911,0.610971145,0.393166249,0.237904817
Tb927.8.5610,,,,,,,,none,,Tb927.8.5610;Tb927.8.5610,"hypothetical protein, conserved;hypothetical protein, conserved",0,none,,,,,0.477589577,0.316782866,0.165369049,,,0.56590262,,0.432084177,0.328886387,0.210635275,,0.737202759,0.639863475,0.632607862,0.483994496,0.24140179,
Tb927.8.5620,1.056796997,1.336382776,9.234866984,14.2170507,3.56E-09,0.633391038,6.360586632,8,0.048839669,Tb927.8.5620,"ubiquitin carboxyl-terminal hydrolase, putative",1,GO:0005634|nucleus; GO:0031981|nuclear lumen; GO:0006511|ubiquitin-dependent protein catabolic process; GO:0036459|thiol-dependent ubiquitinyl hydrolase activity; GO:0004197|cysteine-type endopeptidase activity; GO:0016579|protein deubiquitination; GO:0005737|cytoplasm,1.043403204,0.940026452,0.993205421,0.770997254,0.631335687,0.299356753,,1.035453165,1.02655862,1.005263247,0.804215562,0.649319972,0.396988314,,1.04269387,1.033415638,0.99575776,0.884500751,,0.35892988,0.208394971
Tb927.8.5630,0.984053749,,8.686904549,,9.41E-11,,5.980767985,7,0.017152133,Tb927.8.5630,"dihydroorotase, putative",1,"GO:0016810|hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds; GO:0016812|hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides; GO:0019856|pyrimidine nucleobase biosynthetic process; GO:0016787|hydrolase activity",,0.942141355,0.867829907,0.797107426,0.595383486,0.401677965,0.27103794,1.001675502,0.900650835,0.900745458,0.859708371,0.623903153,0.427111655,0.244913534,0.932404303,0.957250427,0.861583809,0.786029499,0.616412008,0.398274914,0.214306479
Tb927.8.5640,0.785831153,0.047633355,4.60227993,0.838178791,0.082175371,0.048508667,3.651396714,1,0.027814891,Tb927.8.5640,putative succinate dehydrogenase subunit,1,GO:0005739|mitochondrion; GO:0003700|DNA-binding transcription factor activity,0.864856041,0.83068616,0.692404849,0.512913162,0.479574599,0.207597081,0.15243632,0.897137383,0.75482954,0.638785726,0.579086981,0.41610959,0.242857115,0.112431331,0.880665837,0.68885602,0.656239816,0.623198089,0.437168488,0.247243189,0.146338309
Tb927.8.5650,1.010012407,0.052180806,7.226402649,1.448626054,0.035693985,0.075463063,5.226325061,4,0.016772257,Tb927.8.5650,"hypothetical protein, conserved",1,none,,,,0.823038649,0.578395388,0.373358537,0.287067081,,,0.898688411,0.785249778,0.573914306,0.390072952,0.219006195,,,0.934611321,0.806348428,0.624177796,0.430330848,0.233885002
Tb927.8.5660,0.92158477,0.057125764,8.639122895,1.259346518,1.27E-10,0.008923917,5.947648267,6,0.013282983,Tb927.8.5660,"hypothetical protein, conserved",1,GO:0005743|mitochondrial inner membrane; GO:0005739|mitochondrion; GO:0005737|cytoplasm; GO:0031966|mitochondrial membrane,,0.910821407,0.759963645,0.73936194,0.593909044,,,,0.848086992,0.898756799,0.708783332,0.568882439,0.380428416,0.23913519,,0.879646711,0.738010898,0.688774823,0.603858505,0.354125191,0.207055261
Tb927.8.5680,,,,,,,,none,,Tb927.8.5680,"Pyridoxal-dependent decarboxylase conserved domain containing protein, putative",0,GO:0030170|pyridoxal phosphate binding; GO:0016831|carboxy-lyase activity; GO:0019752|carboxylic acid metabolic process; GO:0020023|kinetoplast; GO:0005737|cytoplasm,,,,0.780634007,0.59432659,0.340849273,,,,0.787226182,0.716966767,0.451970962,0.269652564,,,0.730587021,,0.698677732,,0.238226016,
Tb927.8.5690,,,,,,,,none,,Tb927.8.5690,KREPB8,0,GO:0031019|mitochondrial mRNA editing complex; GO:0005739|mitochondrion,1.053586225,,0.97981893,,0.825717469,,0.261091011,,,,0.975938868,0.827838154,0.524844931,,,,,,0.809119691,0.571835481,0.312678376
Tb927.8.570,1.045625028,,6.710406198,,7.71E-11,,4.610763725,3,0.037247033,Tb927.8.570,proteasome regulatory non-ATP-ase subunit 10,1,GO:0005838|proteasome regulatory particle; GO:0097014|ciliary plasm; GO:0006511|ubiquitin-dependent protein catabolic process; GO:0005654|nucleoplasm; GO:0016049|cell growth; GO:0005737|cytoplasm; GO:0000502|proteasome complex,0.962871467,0.951222443,0.887448493,0.787155869,0.583275627,0.304459988,0.141756924,0.983107521,0.963320366,0.894349793,0.801514388,0.579818197,0.276166516,0.159591272,0.92900756,0.936773756,0.907980959,0.789332284,0.591293283,0.286785909,0.144562028
Tb927.8.5710,0.975378829,,6.288261113,,2.37E-09,,4.318155065,2,0.039079103,Tb927.8.5710,"recombination initiation protein NBS1, putative",1,GO:0005515|protein binding; GO:0005737|cytoplasm,1.007282156,0.817721946,0.908151581,0.751123605,0.532555947,0.253665663,0.137992327,0.890794957,0.856501097,0.833886887,0.741356771,0.512479873,0.277027231,0.145641499,0.901929316,0.817977675,0.921279162,0.724893963,0.517414097,0.28142986,0.14286494
Tb927.8.5720,0.992876052,,8.56465206,,4.15E-10,,5.896029019,6,0.029536544,Tb927.8.5720,tRNA (guanine(37)-N1)-methyltransferase,1,GO:0005634|nucleus; GO:0031981|nuclear lumen; GO:0005739|mitochondrion; GO:0005654|nucleoplasm,,,,0.759029258,0.679531592,0.542538211,0.258382778,,0.909132158,0.840811345,0.749856735,0.602649565,0.387662166,0.219717557,,,,0.812149054,0.655279883,0.397241884,0.255568927
Tb927.8.5730,0.900764509,0.645201681,9.963053706,12.47123857,2.47E-08,0.637794987,6.865327446,9,0.036342073,Tb927.8.5730,"STE20-like serine/threonine-protein kinase 1, putative",1,GO:0006468|protein phosphorylation; GO:0004672|protein kinase activity; GO:0005524|ATP binding,,0.684326983,,0.749336847,0.553347902,0.410010046,0.287826939,,0.877802386,0.77334931,0.831864739,0.630630083,0.412933472,,,0.859406251,0.824435811,0.810340824,0.575174934,0.385993304,
Tb927.8.5740,1.093656404,,7.108983004,,4.20E-11,,4.887036114,3,0.020418395,Tb927.8.5740,"proteasome 26S non-ATPase subunit 9, putative",1,GO:0005838|proteasome regulatory particle; GO:0043161|proteasome-mediated ubiquitin-dependent protein catabolic process; GO:0005929|cilium; GO:0005515|protein binding; GO:0004175|endopeptidase activity; GO:0005737|cytoplasm,0.847769292,0.96353061,0.915875796,0.842291313,0.631968509,0.358851022,0.215981228,,1.011865162,0.943787989,0.840253208,0.672820678,0.346596981,0.204890807,,1.008741105,0.954579812,0.822112781,0.631619392,0.348552029,0.267126664
Tb927.8.5760,1.05153987,,8.692740216,,7.26E-14,,5.98481296,7,0.035032525,Tb927.8.5760,"Ankyrin repeats (many copies)/Alpha/beta hydrolase family, putative",1,GO:0005515|protein binding,0.997158866,0.967508072,0.924612986,0.841977285,0.660223429,0.42781578,0.305283898,0.931883572,0.926224634,0.946964228,0.849317438,0.681605126,0.416717798,0.260167803,0.976253478,0.973903327,0.947101319,0.861517291,0.638869873,0.436006399,0.265377284
Tb927.8.5770,,,,,,,,none,,Tb927.8.5770,Elongator-like Protein 3a,0,GO:0008080|N-acetyltransferase activity; GO:0005634|nucleus; GO:0003824|catalytic activity; GO:0005635|nuclear envelope; GO:0051536|iron-sulfur cluster binding; GO:0005737|cytoplasm,,,,0.712821921,0.637485326,,,,,,0.341330065,,,,,,,,,,
Tb927.8.5780,0.951589838,0.037459325,7.362521593,0.887911618,3.31E-10,0.005810877,5.062775675,4,0.022449924,Tb927.8.5780,"phosphatase of regenerating liver-type phosphatase, putative",1,GO:0016791|phosphatase activity; GO:0008138|protein tyrosine/serine/threonine phosphatase activity; GO:0006470|protein dephosphorylation; GO:0016311|dephosphorylation; GO:0004721|phosphoprotein phosphatase activity,1.032379123,0.862738241,0.816567964,0.719953262,0.546103205,0.267619615,0.14500944,1.019166671,0.889724373,0.848924115,0.726365664,0.564374426,0.318312199,0.195030501,0.939428829,0.886326319,0.816918352,0.738385973,0.586288471,0.273688424,0.179710189
Tb927.8.580,0.896424497,0.212405527,10.04382702,4.798395013,2.01E-10,0.043342255,6.921314973,9,0.032786668,Tb927.8.580,"hypothetical protein, conserved",1,GO:0005739|mitochondrion; GO:0005743|mitochondrial inner membrane,,,0.799051714,0.795835012,0.630576469,0.433152567,0.248983019,,0.850550065,0.905397482,0.807316682,0.604848189,0.388517645,0.271163012,,0.780944453,,0.654777018,0.71888088,0.419910415,0.225202731
Tb927.8.5800,1.045478855,0.104916728,4.584003826,0.815489107,0.075377462,0.033179545,3.475497486,1,0.044695196,Tb927.8.5800,"hypothetical protein, conserved",1,none,,1.026680027,,0.66836006,0.609186575,0.240436988,0.130970072,,1.047275411,,0.792750247,0.655559192,0.265523125,0.148736016,,0.859742058,,0.731120754,0.544965566,0.242594281,0.155316007
Tb927.8.5820,0.913614733,,7.482843646,,4.00E-12,,5.146176564,4,0.017489834,Tb927.8.5820,"Las1-like, putative",1,GO:0005634|nucleus; GO:0005730|nucleolus,,,,0.70774743,0.568692578,0.285815948,,,0.943548595,0.72462454,0.684916497,0.547468075,0.321281786,,,,0.927931173,0.673446117,0.5377358,0.299843284,0.18088329
Tb927.8.5830,1.05394632,,9.911523943,,4.92E-11,,6.829609465,9,0.012211577,Tb927.8.5830,"SMP-30/Gluconolaconase/LRE-like region, putative",1,GO:0005930|axoneme; GO:0005737|cytoplasm,,0.989723777,0.942367391,0.863872356,0.742013045,0.511506609,0.287290472,,0.984041627,0.960097824,0.880144785,0.724724884,0.466693063,0.312647581,,0.999646416,0.960615851,0.878262604,0.709798388,0.460023552,0.299870694
Tb927.8.5840,,,,,,,,none,,Tb927.8.5840,"hypothetical protein, conserved",0,GO:0005634|nucleus; GO:0005730|nucleolus,,,,0.863097713,0.605179681,0.25553115,,,,,0.766413725,,,,,,,0.768828098,0.482151405,0.248659894,
Tb927.8.5850,0.939416151,,6.865504781,,4.07E-11,,4.71826987,3,0.015223299,Tb927.8.5850,"hypothetical protein, conserved",1,none,,0.81473979,0.791008911,0.696871709,0.542930184,0.301046356,0.204466016,,0.880065978,0.752062132,0.707359151,0.577670443,0.291291939,0.118393663,0.856606009,0.853241095,0.827600401,0.70736018,0.493988491,0.274005604,0.186261676
Tb927.8.5860,,,,,,,,none,,Tb927.8.5860,mitochondrial ribosomal protein L17,0,GO:0006412|translation; GO:0005762|mitochondrial large ribosomal subunit; GO:0005840|ribosome; GO:0000315|organellar large ribosomal subunit; GO:0005622|intracellular; GO:0003735|structural constituent of ribosome; GO:0005739|mitochondrion,,,,,0.654617229,0.48857894,0.335471617,,,0.750584851,,0.681661602,0.366273617,,,,,,0.421684264,0.349520705,0.239858725
Tb927.8.5880,0.966893837,,5.55705501,,5.33E-10,,3.811321603,2,0.027850428,Tb927.8.5880,"eukaryotic translation initiation factor 1A, putative",1,GO:0003743|translation initiation factor activity; GO:0003723|RNA binding; GO:0006413|translational initiation; GO:0005737|cytoplasm,0.94181989,0.887397651,0.839058824,0.710416749,0.465346548,0.205626756,0.099042614,0.938057156,0.902240778,0.888100601,0.737015822,0.444752191,0.221582773,0.126903369,0.955293255,0.908289206,0.820153031,0.726588249,0.468310995,0.207074978,0.109871229
Tb927.8.5890,0.863860072,0.063993737,5.400082223,1.061615117,0.079721942,0.070389642,4.21972023,2,0.029574662,Tb927.8.5890,histone chaperone ASF1B,1,GO:0005634|nucleus; GO:0005515|protein binding; GO:0006333|chromatin assembly or disassembly; GO:0005730|nucleolus; GO:0005654|nucleoplasm; GO:0005737|cytoplasm,0.916013718,0.87157026,0.780931071,0.730961357,0.495876571,0.275847209,0.121969188,0.908883643,0.895554287,0.826845584,0.717297937,0.567510217,0.276072996,0.19762244,0.942594017,0.727857246,0.807175334,0.695046489,0.524025402,0.27629476,0.226215967
Tb927.8.590,0.680069913,0.181843273,7.385593587,4.006483965,0.100576596,0.210038294,6.251409992,8,0.054110727,Tb927.8.590,"carnitine O-palmitoyltransferase, putative",1,"GO:0016746|transferase activity, transferring acyl groups; GO:0006091|generation of precursor metabolites and energy; GO:0004092|carnitine O-acetyltransferase activity; GO:0005739|mitochondrion; GO:0020015|glycosome",,0.801923427,,0.62319877,0.505173571,0.359162367,0.175678893,,0.76116553,,,0.484662536,0.359980272,0.258316486,,0.895175845,,0.598340669,0.506610911,0.524502656,0.161434997
Tb927.8.5900,1.071602406,0.122065322,7.237749817,2.211330387,0.064407274,0.157602989,5.421302761,5,0.019977806,Tb927.8.5900,"Sedlin, N-terminal conserved region, putative",1,GO:0006888|endoplasmic reticulum to Golgi vesicle-mediated transport; GO:0031981|nuclear lumen; GO:0097014|ciliary plasm; GO:0020016|ciliary pocket; GO:0005622|intracellular; GO:0005737|cytoplasm,,,0.988476966,0.883298199,0.664991106,0.422395029,0.270028307,,,0.955139072,0.876222081,0.731505907,0.409011304,0.314684988,,1.009942637,0.947305562,0.893044243,0.682661352,0.416347761,0.272687125
Tb927.8.5910,,,,,,,,none,,Tb927.8.5910,hypothetical protein,0,none,,,,0.458869733,,,,,,,,,,,,,,,,,
Tb927.8.5940,0.973993387,0.27607512,11.13390285,4.867957572,4.62E-12,0.005043533,7.676897955,10,0.031584683,Tb927.8.5940,"hypothetical protein, conserved",1,none,0.934277043,0.931346532,0.746438771,0.807394759,0.695768466,0.454275672,0.282591692,0.920455633,0.965474143,0.935412953,0.889506233,0.700746737,0.453328989,0.309018882,0.95639119,0.925386868,0.918073762,0.864806941,0.685112243,0.472304893,0.245337395
Tb927.8.595,0.633591397,0.147382285,3.322016432,1.164531365,0.238342855,0.152880589,3.802139289,2,0.011437293,Tb927.8.595,hypothetical protein,1,none,0.895102271,0.818793204,0.680353851,0.564885364,0.525238575,,,,,,0.518057371,,,,0.829186975,0.769250762,0.729391451,0.630483379,0.362400402,0.150033212,
Tb927.8.5950,0.896014897,0.557255248,10.25139074,11.9046723,2.12E-09,0.17648218,7.065187199,10,0.055286864,Tb927.8.5950,"mitogen-activated protein kinase kinase 4, putative",1,GO:0006468|protein phosphorylation; GO:0004672|protein kinase activity; GO:0005524|ATP binding,,,0.711786137,0.842925101,0.675279584,0.421361278,0.293536431,,,,0.743235414,0.632061475,0.394372781,0.21319696,,,0.778930702,0.845480188,0.708700855,0.409997011,0.277176804
Tb927.8.5960,1.118605624,,7.06661441,,3.88E-09,,4.857668467,3,0.052099213,Tb927.8.5960,"hypothetical protein, conserved",1,GO:0005930|axoneme; GO:0005737|cytoplasm,,0.844131533,0.954047927,0.822492852,0.651059915,0.374252194,0.215965881,,0.988990224,0.979575777,0.871746315,0.632178688,0.359888931,0.197243553,,,0.928272677,0.858549592,0.657343826,0.351777914,0.206831696
Tb927.8.5970,0.867659136,0.028103084,3.059547534,0.222873259,0.255011006,0.009512996,3.124577298,1,0.017117136,Tb927.8.5970,"Cullin 5, putative",1,GO:0000278|mitotic cell cycle; GO:0097014|ciliary plasm; GO:0006511|ubiquitin-dependent protein catabolic process; GO:0031625|ubiquitin protein ligase binding; GO:0031461|cullin-RING ubiquitin ligase complex; GO:0005737|cytoplasm,,0.944162623,0.911239518,0.741797467,0.466744514,0.314742327,0.247742634,0.924157757,0.943107332,0.861035235,0.719362975,0.512177545,0.330852782,0.264895794,,1.013931427,0.959403435,0.689413058,0.464383695,0.285521294,0.283184526
